"trip_duration","distance_traveled","num_of_passengers","fare","tip","miscellaneous_fees","total_fare","surge_applied"
456,1.27,1,52.5,16,14,82.5,0
583,2.69,1,63.75,9,26.625,99.375,1
1425,10.94,4,176.25,0,26.625,202.875,1
777,7.9,1,123.75,0,26.625,150.375,1
683,4.28,1,78.75,21,26.7,126.45,1
475,1.83,1,52.5,0,6,58.5,0
622,2.51,1,67.5,0,9.75,77.25,0
664,2.91,6,67.5,19,26.45,112.95,1
897,4.44,1,93.75,15,26.625,135.375,1
647,2.96,1,71.25,0,6,77.25,0
441,1.93,1,52.5,18,5.55000000000001,76.05,0
1587,12.89,1,195,38,30.475,263.475,1
674,3.27,5,71.25,17,26.275,114.525,1
701,2.75,1,75,0,9.75,84.75,0
624,3.11,1,71.25,15,30.6,116.85,1
1025,5.26,2,105,0,6,111,0
675,2.14,1,67.5,15,5.7,88.2,0
528,1.74,1,56.25,0,6.00000000000001,62.25,0
588,2.43,1,60,0,6,66,0
1508,13.2,1,202.5,46,26.45,274.95,1
345,2.25,1,48.75,12,9.375,70.125,0
410,0.97,1,45,0,6,51,0
1715,6.04,2,142.5,0,9.75,152.25,0
1110,6.9,1,120,30,30.45,180.45,1
918,4.31,1,90,0,26.625,116.625,1
216,1.35,2,37.5,0,34.125,71.625,1
1613,17.27,1,247.5,0,6,253.5,0
2347,13.28,5,243.75,45,26.625,315.375,1
910,10.69,1,150,30,62.625,242.625,0
759,2.74,1,75,0,6,81,0
280,1.34,1,41.25,0,6,47.25,0
337,2.25,1,48.75,12,9.44999999999999,70.2,0
1412,6.87,1,135,0,6,141,0
1886,13.57,1,206.25,0,6,212.25,0
1647,6.76,1,142.5,34,26.375,202.875,1
1431,8.56,1,142.5,42,26.925,211.425,1
252,0.97,1,37.5,0,9.75,47.25,0
543,3.91,1,71.25,20,26.2,117.45,1
392,1.19,1,45,0,6,51,0
1427,13.9,1,206.25,15,55.125,276.375,0
1110,7.03,1,123.75,0,13.5,137.25,0
749,4.23,1,82.5,23,34.45,139.95,1
897,2.61,1,78.75,17,5.95,101.7,0
1484,6.15,1,135,0,26.625,161.625,1
846,2.82,5,78.75,32,26.275,137.025,1
484,1.77,1,56.25,0,6.00000000000001,62.25,0
2794,7.05,1,210,0,6,216,0
1090,6,1,112.5,14,30.625,157.125,1
248,0.92,1,37.5,0,6,43.5,0
610,6.24,1,93.75,21,13.95,128.7,0
590,2.24,5,63.75,14,5.95,83.7,0
478,2.19,1,52.5,18,5.55000000000001,76.05,0
4525,24.86,1,405,94,62.15,561.15,0
465,1.61,1,52.5,0,26.625,79.125,1
1232,4.99,1,116.25,29,26.2,171.45,1
249,1.77,1,41.25,9,6.375,56.625,0
335,2.37,1,48.75,0,6,54.75,0
488,3.03,1,63.75,0,13.5,77.25,0
644,10.33,2,165,33,2.69999999999999,200.7,0
572,2.37,1,60,0,9.75,69.75,0
310,1.13,1,41.25,0,6,47.25,0
581,1.32,1,56.25,0,6.00000000000001,62.25,0
943,4.84,1,97.5,25,26.45,148.95,1
1976,8.55,1,172.5,8,33.625,214.125,1
361,1.9,1,48.75,12,30.225,90.975,1
528,3.04,1,63.75,24,29.925,117.675,1
1597,3.94,2,127.5,27,5.69999999999999,160.2,0
644,2.62,1,63.75,0,13.5,77.25,0
371,2.09,1,48.75,16,6.125,70.875,0
2326,29.89,1,390,80,55.225,525.225,0
546,3.22,2,67.5,0,9.75,77.25,0
2263,7.6,1,183.75,42,26.7,252.45,1
524,2.48,1,60,0,6,66,0
596,2.19,1,63.75,18,10.125,91.875,0
490,3.03,2,63.75,15,9.45,88.2,0
2036,1.61,1,150,0,6,156,0
219,0.63,1,33.75,0,6,39.75,0
406,1.83,1,48.75,38,5.5,92.25,0
1146,9.11,4,150,0,6,156,0
304,1.8,1,45,12,13.2,70.2,0
528,6.21,1,93.75,21,9.45,124.2,0
295,1.79,1,45,0,6,51,0
139,0.97,1,30,7,6.2,43.2,0
395,1.93,1,450,113,2.34999999999991,565.35,0
639,2.24,1,60,0,9.75,69.75,0
423,1.75,1,48.75,45,9.75,103.5,0
892,3.83,2,86.25,23,26.2,135.45,1
1641,10.48,1,176.25,42,34.2,252.45,1
1082,3.59,1,90,0,13.5,103.5,0
666,1.16,1,60,20,5.8,85.8,0
493,3.15,1,63.75,20,33.7,117.45,1
647,0.93,1,60,38,9.25,107.25,0
924,13.28,2,180,47,55.15,282.15,0
155,1.19,1,33.75,12,5.925,51.675,0
335,1.29,1,45,0,6,51,0
1260,6.68,1,127.5,31,26.45,184.95,1
461,1.87,1,52.5,0,6,58.5,0
723,6.69,1,108.75,8,58.375,175.125,0
315,1.92,1,45,0,6,51,0
45,0.42,1,22.5,0,6,28.5,0
368,2.22,1,48.75,0,9.75,58.5,0
867,5.99,1,105,8,9.25,122.25,0
619,1.53,1,60,15,13.2,88.2,0
1257,22.4,1,281.25,0,75.75,357,1
263,2.41,1,45,8,26.125,79.125,1
482,2.09,2,52.5,0,6,58.5,0
413,2.16,1,48.75,15,26.7,90.45,1
502,1.72,1,56.25,0,6.00000000000001,62.25,0
729,3.57,2,78.75,13,5.75,97.5,0
866,3.7,2,82.5,0,6,88.5,0
1589,14.29,1,210,43,6.20000000000005,259.2,0
877,11.27,1,157.5,0,30.375,187.875,1
427,2.09,1,52.5,0,9.75000000000001,62.25,0
10,0.13,1,75,0,2.25,77.25,0
1088,9.69,2,375,119,23.275,517.275,1
997,5.63,1,108.75,0,30.375,139.125,1
963,14.39,2,195,38,5.5,238.5,0
1044,5.95,1,105,0,9.75,114.75,0
501,3.51,1,112.5,0,2.25,114.75,0
755,2.7,1,75,22,33.95,130.95,1
321,0.84,2,37.5,38,5.5,81,0
131,0.68,5,26.25,7,9.95,43.2,0
856,7.23,1,120,25,6.19999999999999,151.2,0
1216,5.25,1,116.25,26,26.875,169.125,1
1022,4.14,1,97.5,16,5.52500000000001,119.025,0
643,6.15,1,112.5,0,2.25,114.75,0
1108,4.01,4,105,22,6.20000000000002,133.2,0
1049,3.98,1,117.75,0,2.25,120,0
323,1.43,1,41.25,15,34.2,90.45,1
282,2.09,1,45,12,13.125,70.125,0
562,3.14,1,63.75,22,26.75,112.5,1
1307,6.81,1,127.5,15,9.75,152.25,0
227,0.79,1,33.75,0,6,39.75,0
1596,10.43,1,180,41,26.95,247.95,1
719,2.99,1,75,0,34.125,109.125,1
457,1.74,1,48.75,0,6,54.75,0
521,1.58,1,52.5,0,6,58.5,0
583,3.17,1,63.75,0,9.75,73.5,0
3733,4.39,1,258.75,0,9.75,268.5,0
311,1.74,1,45,16,10.175,71.175,0
1264,4.02,1,108.75,24,13.875,146.625,0
488,6.52,1,97.5,0,13.5,111,0
557,4.46,1,75,0,9.75,84.75,0
270,1.48,1,37.5,0,13.5,51,0
1686,6.15,1,150,48,9.67500000000001,207.675,0
735,6.05,1,97.5,8,26.125,131.625,1
696,3.41,1,75,15,30.375,120.375,1
252,1.42,1,41.25,0,6,47.25,0
820,10.81,1,150,41,55.15,246.15,0
1292,17.03,1,236.25,61,5.60000000000002,302.85,0
11,0.05,3,112.5,24,5.70000000000002,142.2,0
707,1.45,1,63.75,0,26.625,90.375,1
467,1.9,3,52.5,15,6,73.5,0
836,2.66,1,75,0,26.625,101.625,1
875,4.07,1,86.25,0,13.5,99.75,0
1597,13.94,1,202.5,30,26.625,259.125,1
497,1.77,1,52.5,15,5.625,73.125,0
815,3.23,1,78.75,18,13.95,110.7,0
891,4.67,1,93.75,0,6,99.75,0
1170,3.32,1,97.5,25,26.45,148.95,1
3682,31.25,1,390,89,55.15,534.15,0
536,2.14,1,56.25,0,6.00000000000001,62.25,0
678,2.19,2,67.5,11,6.25,84.75,0
379,1.87,1,48.75,16,10.25,75,0
1411,6.28,2,127.5,31,26.45,184.95,1
689,2.09,2,67.5,0,6,73.5,0
1866,15.59,1,228.75,51,26.7,306.45,1
964,4.25,1,93.75,21,13.95,128.7,0
1091,5.15,1,108.75,0,6,114.75,0
758,3.23,1,75,17,9.7,101.7,0
341,0.92,1,41.25,12,5.85,59.1,0
692,4.02,1,75,15,26.625,116.625,1
600,2.09,1,60,8,5.5,73.5,0
1455,5.75,1,131.25,32,26.2,189.45,1
610,2.9,2,67.5,15,5.7,88.2,0
1584,6.26,1,138.75,0,6,144.75,0
1163,2.7,1,101.25,0,6,107.25,0
532,2.46,1,60,18,13.875,91.875,0
235,1.66,1,37.5,0,13.5,51,0
1213,7.4,1,135,0,6,141,0
697,0.43,1,60,0,26.625,86.625,1
433,1.74,1,52.5,0,13.5,66,0
249,0.93,1,33.75,0,6,39.75,0
1854,17.49,5,375,85,51.65,511.65,0
303,1.29,1,41.25,7,6.05,54.3,0
1682,15.51,2,228.75,0,30.375,259.125,1
684,2.93,1,67.5,0,6,73.5,0
570,2.27,1,60,13,6.2,79.2,0
485,1.71,1,52.5,12,5.69999999999999,70.2,0
455,2.27,2,56.25,13,9.95,79.2,0
310,1.05,1,37.5,9,10.2,56.7,0
625,3.11,1,67.5,0,26.625,94.125,1
260,1.43,2,37.5,9,5.7,52.2,0
1791,5.18,1,150,37,33.95,220.95,1
1174,8.69,2,187.5,0,2.25,189.75,0
856,2,1,75,0,6,81,0
140,0.32,1,26.25,0,9.75,36,0
1927,6.6,1,112.5,0,2.25,114.75,0
400,1.4,1,45,0,6,51,0
385,1.61,1,45,0,6,51,0
2574,15.51,3,258.75,0,13.5,272.25,0
1455,9.67,1,165,0,62.625,227.625,0
76,0.47,1,22.5,0,6,28.5,0
1160,10.51,1,165,39,30.45,234.45,1
788,5.26,1,97.5,21,5.7,124.2,0
2733,1.77,1,191.25,0,9.75,201,0
4192,13.97,1,318.75,0,6,324.75,0
1435,10.27,1,172.5,40,26.45,238.95,1
527,3.7,1,67.5,20,29.95,117.45,1
1253,11.96,1,176.25,30,27.075,233.325,1
1445,9.9,1,168.75,0,6,174.75,0
694,2.57,2,67.5,20,13.75,101.25,0
454,3.03,1,63.75,18,10.125,91.875,0
574,2.01,1,60,0,6,66,0
171,0.61,3,30,4,13.85,47.85,0
2211,7,1,180,0,26.625,206.625,1
570,2.25,1,56.25,0,13.5,69.75,0
620,2.83,1,67.5,0,6,73.5,0
997,7.15,1,120,24,6,150,0
1252,4.99,2,120,29,26.875,175.875,1
294,1.69,1,41.25,0,6,47.25,0
1165,5.63,2,108.75,34,26.45,169.2,1
692,3.62,1,75,0,13.5,88.5,0
816,10.62,1,153.75,0,30.375,184.125,1
1682,5.17,1,138.75,0,6,144.75,0
601,2.98,1,67.5,0,9.75,77.25,0
668,3.93,1,75,20,26.95,121.95,1
1635,10.25,1,183.75,0,26.625,210.375,1
395,1.75,1,48.75,0,9.75,58.5,0
456,1.43,1,45,0,9.75,54.75,0
1729,11.3,1,183.75,0,6,189.75,0
692,4.51,1,75,16,6.125,97.125,0
907,13.42,1,180,0,9.75,189.75,0
579,2.09,1,56.25,0,6.00000000000001,62.25,0
427,1.22,1,45,12,13.2,70.2,0
883,3.09,1,82.5,0,26.625,109.125,1
648,2.9,1,71.25,20,26.2,117.45,1
1360,12.87,1,195,38,5.5,238.5,0
309,2.19,1,45,0,26.625,71.625,1
1211,4.22,1,108.75,24,9.45000000000002,142.2,0
1272,6.52,1,225,0,6,231,0
400,1.4,1,45,0,6,51,0
387,1.37,1,48.75,0,6,54.75,0
973,9.19,1,142.5,35,34.45,211.95,1
537,2.9,1,63.75,24,34.575,122.325,1
1251,5.81,1,120,0,6,126,0
184,0.87,1,30,7,6.2,43.2,0
662,3.54,1,75,21,30.45,126.45,1
427,1.74,1,48.75,0,6,54.75,0
689,6.24,1,105,8,13,126,0
374,0.79,1,41.25,9,6.45,56.7,0
1302,12.46,1,191.25,44,26.2,261.45,1
592,2.43,1,60,10,5.89999999999999,75.9,0
152,1.3,1,33.75,10,5.9,49.65,0
761,6.78,1,112.5,31,9.34999999999999,152.85,0
1255,10.12,5,165,15,9.75,189.75,0
571,4.33,1,78.75,0,9.75,88.5,0
374,1.45,1,41.25,0,13.5,54.75,0
1066,15.03,1,206.25,0,32.25,238.5,0
1367,13.52,1,202.5,64,55.55,322.05,0
1261,3.04,1,105,0,6,111,0
594,1.77,1,60,22,13.25,95.25,0
855,5.91,5,105,34,10.175,149.175,0
2919,18.33,1,311.25,0,26.625,337.875,1
521,2.12,1,56.25,19,5.675,80.925,0
990,4.49,1,97.5,25,26.45,148.95,1
391,1.77,1,48.75,0,9.75,58.5,0
1394,12.2,1,180,43,33.95,256.95,1
1480,10.96,6,172.5,15,26.625,214.125,1
321,1.35,1,41.25,0,6,47.25,0
541,3.91,6,71.25,11,26.875,109.125,1
1221,8.72,2,146.25,35,26.2,207.45,1
517,2.37,1,60,15,13.2,88.2,0
715,3.99,1,78.75,8,33.625,120.375,1
704,3.86,1,78.75,23,33.7,135.45,1
88,0.63,1,26.25,1,5.6,32.85,0
687,4.75,2,86.25,0,9.75,96,0
540,1.13,1,56.25,0,9.75,66,0
590,3.06,1,63.75,0,9.75,73.5,0
569,1.9,1,60,0,9.75,69.75,0
280,1.77,1,41.25,0,6,47.25,0
818,8.69,1,150,0,2.25,152.25,0
480,1.93,3,52.5,17,34.45,103.95,1
243,1.38,1,37.5,0,6,43.5,0
1227,3.65,1,105,0,6,111,0
337,0.87,1,37.5,0,6,43.5,0
910,3.09,1,86.25,0,13.5,99.75,0
459,3.17,1,63.75,0,6,69.75,0
554,1.45,2,52.5,8,5.5,66,0
372,1.26,1,41.25,0,6,47.25,0
687,3.43,1,75,30,27.075,132.075,1
1205,16.42,1,262.5,0,2.25,264.75,0
1458,5.71,1,131.25,47,27.025,205.275,1
590,5.99,1,97.5,0,26.625,124.125,1
579,2.59,1,63.75,0,6,69.75,0
1237,11.14,1,176.25,36,6.44999999999999,218.7,0
669,2.53,1,63.75,17,6.39999999999999,87.15,0
580,1.83,1,56.25,17,13.9,87.15,0
1308,10.96,1,172.5,0,26.625,199.125,1
3194,18.02,2,300,0,9.75,309.75,0
350,1.29,1,41.25,0,6,47.25,0
676,10.33,1,142.5,15,6,163.5,0
356,1.35,1,41.25,9,6.45,56.7,0
1490,8.27,1,146.25,0,13.5,159.75,0
30,0.13,1,180,0,2.25,182.25,0
453,2.24,1,52.5,21,30.075,103.575,1
315,1.3,1,41.25,9,6.45,56.7,0
685,3.85,1,78.75,0,6,84.75,0
455,4.31,1,75,8,26.125,109.125,1
578,1.88,1,60,20,5.8,85.8,0
256,1.34,1,37.5,13,13.25,63.75,0
2037,11.75,1,206.25,37,26.75,270,1
1318,7.29,1,142.5,0,6,148.5,0
917,1.45,1,75,0,13.5,88.5,0
507,2.85,1,60,0,9.75,69.75,0
1421,13.41,1,195,0,9.75,204.75,0
1893,11.59,1,195,22,30.875,247.875,1
595,3.64,1,71.25,15,26.625,112.875,1
294,2.35,1,48.75,12,9.44999999999999,70.2,0
859,3.65,1,82.5,0,13.5,96,0
515,1.95,1,56.25,9,6.3,71.55,0
704,11.18,4,450,100,51.65,601.65,0
1400,25.27,1,322.5,38,9.25,369.75,0
1026,4.18,1,93.75,25,5.75,124.5,0
311,1.69,1,41.25,14,6.175,61.425,0
825,3.54,1,86.25,0,6.075,92.325,0
1945,14.1,1,228.75,0,55.125,283.875,0
6706,27.02,1,521.25,121,83.15,725.4,1
732,5.18,1,90,19,26.375,135.375,1
212,1.05,1,33.75,0,13.5,47.25,0
2035,6.23,1,172.5,41,34.45,247.95,1
308,1.87,1,41.25,15,10.05,66.3,0
754,3.22,1,75,20,26.875,121.875,1
420,1.87,1,48.75,14,5.64999999999999,68.4,0
157,0.51,1,26.25,9,9.75,45,0
1428,4.47,1,120,15,26.625,161.625,1
1413,10.9,1,172.5,0,26.625,199.125,1
410,1.45,1,48.75,0,9.75,58.5,0
519,3.78,1,71.25,16,9.95,97.2,0
1464,12.39,1,183.75,21,26.625,231.375,1
239,0.97,1,33.75,10,5.75,49.5,0
1530,5.47,2,131.25,0,26.625,157.875,1
11,0.05,1,75,15,2.25,92.25,0
673,2.2,1,67.5,0,6,73.5,0
704,3.38,1,75,0,6,81,0
183,1.58,1,37.5,13,26.45,76.95,1
982,4.72,1,97.5,31,6.05000000000001,134.55,0
304,0.97,2,41.25,1,26.3,68.55,1
573,6.28,1,101.25,21,6.375,128.625,0
920,5.01,1,127.5,0,2.25,129.75,0
1507,4.84,2,127.5,22,14,163.5,0
594,3.44,1,75,0,6,81,0
126,0.6,1,26.25,0,13.5,39.75,0
705,3.32,1,78.75,0,9.75,88.5,0
899,10.14,1,146.25,0,9.75,156,0
2062,28.53,1,480,0,51.375,531.375,0
983,2.96,3,86.25,0,6,92.25,0
622,3.83,2,71.25,19,6.34999999999999,96.6,0
1126,2.06,1,86.25,28,26.825,141.075,1
344,1,1,41.25,0,6,47.25,0
687,1.98,1,63.75,0,6,69.75,0
381,2.72,1,52.5,52,27.125,131.625,1
948,10.41,1,150,0,55.125,205.125,0
888,3.67,1,82.5,22,26.45,130.95,1
811,2.83,1,78.75,28,13.175,119.925,0
249,2.12,1,41.25,8,13,62.25,0
153,0.8,4,30,0,6,36,0
436,2.08,1,52.5,8,13,73.5,0
1279,6.08,1,120,26,26.5,172.5,1
265,1.34,1,37.5,13,13.25,63.75,0
648,3.46,1,71.25,16,9.95,97.2,0
592,2.43,1,60,13,6.2,79.2,0
626,2.57,2,67.5,19,26.375,112.875,1
344,1.05,1,41.25,8,6.25,55.5,0
322,0.63,1,60,0,2.25000000000001,62.25,0
349,1.9,1,48.75,16,13.1,77.85,0
782,2.78,1,75,15,26.85,116.85,1
312,0.92,1,37.5,0,13.5,51,0
891,3.38,1,86.25,0,6,92.25,0
34533,2.43,1,56.25,0,6.00000000000001,62.25,0
368,1.74,1,48.75,11,5.95,65.7,0
399,1.61,1,48.75,8,13,69.75,0
531,2.64,1,60,13,6.2,79.2,0
372,1.96,1,48.75,9,6,63.75,0
539,2.24,1,56.25,12,6.45,74.7,0
1581,12.13,1,198.75,0,6,204.75,0
430,2.25,1,52.5,13,13.625,79.125,0
2945,9.75,1,251.25,15,26.625,292.875,1
813,4.3,1,86.25,18,6.45,110.7,0
2071,24.78,1,330,22,76.25,428.25,1
2044,9.66,1,191.25,0,9.75,201,0
1444,6.13,1,131.25,0,26.625,157.875,1
635,1.37,1,60,0,6,66,0
913,4.44,1,135,0,2.25,137.25,0
289,2.12,1,45,0,13.5,58.5,0
1421,7.76,1,153.75,56,34.525,244.275,1
475,0.97,1,48.75,11,5.875,65.625,0
760,1.85,1,63.75,0,6,69.75,0
988,3.88,1,90,23,26.95,139.95,1
627,3.04,1,67.5,0,34.125,101.625,1
445,1.77,3,48.75,0,34.125,82.875,1
1392,5.81,2,127.5,0,6,133.5,0
1218,8.84,2,157.5,55,26.825,239.325,1
979,6.78,1,112.5,0,13.5,126,0
369,0.9,4,37.5,0,6,43.5,0
926,5.04,1,101.25,0,13.5,114.75,0
546,6.2,1,97.5,0,13.5,111,0
1790,14.82,1,228.75,52,34.625,315.375,1
1372,3.41,1,112.5,0,26.625,139.125,1
782,2.83,1,75,16,6.2,97.2,0
987,3.36,1,90,26,13.375,129.375,0
491,2.38,1,56.25,0,9.75,66,0
1411,7.08,3,135,15,13.5,163.5,0
255,1.4,1,37.5,0,6,43.5,0
1892,15.53,1,240,0,13.5,253.5,0
1187,17.06,1,225,75,6,306,0
585,2.3,1,63.75,0,6,69.75,0
857,4.3,1,90,15,30.375,135.375,1
816,5.21,1,101.25,21,6.44999999999999,128.7,0
685,6.12,1,90,24,30.375,144.375,1
1058,4.62,1,105,28,33.95,166.95,1
777,3.73,1,78.75,0,9.75,88.5,0
532,1.95,1,56.25,12,6.45,74.7,0
1115,13.04,1,187.5,49,54.65,291.15,0
925,6.04,1,101.25,0,30.375,131.625,1
465,2.29,5,56.25,13,9.95,79.2,0
177,0.92,1,33.75,0,6,39.75,0
591,1.98,1,63.75,18,26.7,108.45,1
595,3.14,1,75,8,1.75,84.75,0
529,1.79,1,52.5,12,5.69999999999999,70.2,0
2758,15.4,1,262.5,0,26.625,289.125,1
595,6.24,1,97.5,21,5.7,124.2,0
1059,4.07,1,97.5,21,5.7,124.2,0
578,1.13,1,56.25,0,6.00000000000001,62.25,0
699,3.36,1,75,20,26.95,121.95,1
961,2.7,1,82.5,22,26.45,130.95,1
1342,3.7,1,108.75,0,13.5,122.25,0
428,1.45,1,48.75,12,9.375,70.125,0
304,2.19,1,45,8,13,66,0
381,0.71,1,41.25,0,6,47.25,0
471,1.88,1,56.25,12,6.45,74.7,0
1061,12.65,2,180,0,13.5,193.5,0
759,3.38,1,78.75,0,6,84.75,0
1521,3.54,2,123.75,0,6,129.75,0
400,2.33,6,52.5,12,5.69999999999999,70.2,0
1017,3.83,1,93.75,0,9.75,103.5,0
533,3.78,1,67.5,20,34.45,121.95,1
546,4.14,2,75,27,13.05,115.05,0
406,2.22,1,52.5,12,5.69999999999999,70.2,0
568,2.16,1,60,20,5.8,85.8,0
370,1.26,1,45,0,13.5,58.5,0
406,1.58,1,48.75,8,9.25,66,0
328,1.53,1,41.25,0,26.625,67.875,1
685,2,2,63.75,0,6,69.75,0
1438,4.38,1,123.75,38,26.2,187.95,1
2538,5.95,1,206.25,0,6,212.25,0
913,2.9,1,82.5,0,6,88.5,0
753,3.99,1,82.5,0,30.375,112.875,1
732,3.12,1,75,8,6.10000000000001,89.1,0
461,2.46,1,60,15,34.125,109.125,1
855,3.06,1,82.5,8,5.5,96,0
296,1.17,1,41.25,0,6,47.25,0
1609,4.47,1,127.5,9,13.5,150,0
266,1.38,1,37.5,13,6.05,56.55,0
1315,6.05,1,131.25,0,6,137.25,0
660,2.48,1,67.5,0,6,73.5,0
217,0.64,1,33.75,0,6,39.75,0
633,2.7,2,67.5,15,5.7,88.2,0
995,7.89,1,131.25,39,27,197.25,1
262,2.32,1,45,0,13.5,58.5,0
382,2,1,48.75,0,13.5,62.25,0
3280,15.11,6,281.25,59,13.45,353.7,0
305,1.53,1,41.25,0,6,47.25,0
1234,10.69,1,161.25,38,26.2,225.45,1
1398,11.44,2,187.5,0,2.25,189.75,0
1060,4.2,1,97.5,15,26.625,139.125,1
3925,10.78,1,307.5,0,26.625,334.125,1
281,1.01,1,37.5,0,6,43.5,0
605,1.24,1,56.25,17,26.2,99.45,1
598,4.47,5,78.75,0,9.75,88.5,0
689,3.09,1,71.25,8,5.5,84.75,0
1142,5.21,1,108.75,27,26.7,162.45,1
830,6.37,1,108.75,0,6,114.75,0
409,1.96,1,48.75,17,33.7,99.45,1
790,3.03,1,75,16,6.2,97.2,0
250,1.34,1,37.5,19,26.825,83.325,1
457,4.02,1,67.5,0,26.625,94.125,1
1260,6.44,2,120,0,6,126,0
960,4.02,1,93.75,30,26.625,150.375,1
380,2.49,1,52.5,0,30.375,82.875,1
494,1.05,1,48.75,0,13.5,62.25,0
226,2.16,1,41.25,10,9.95,61.2,0
2119,17.28,1,240,0,13.5,253.5,0
779,2.99,1,75,20,26.95,121.95,1
1125,4.7,1,105,0,6,111,0
459,1.66,1,52.5,0,6,58.5,0
1530,9.37,1,157.5,41,5.875,204.375,0
737,2.17,1,71.25,8,5.5,84.75,0
424,0.47,1,300,0,2.25,302.25,0
5112,29.37,1,390,89,55.15,534.15,0
1307,10.14,1,172.5,40,26.375,238.875,1
366,1.58,2,45,18,13.05,76.05,0
923,4.18,3,86.25,28,26.75,141,1
841,3.6,1,82.5,24,13.5,120,0
776,2.67,1,71.25,0,6,77.25,0
1425,12.94,2,198.75,0,26.625,225.375,1
885,5.94,1,101.25,26,26.2,153.45,1
37,2.25,1,150,0,0,150,0
1173,5.38,1,112.5,0,26.625,139.125,1
311,1.53,1,41.25,0,30.375,71.625,1
985,2.86,1,82.5,19,13.7,115.2,0
181,1.34,3,33.75,14,33.7,81.45,1
517,0.85,2,52.5,0,6,58.5,0
2631,13.45,1,258.75,59,33.7,351.45,1
403,2.57,2,56.25,0,6.00000000000001,62.25,0
203,0.93,1,33.75,15,13.5,62.25,0
1641,7.4,1,109.725,10,23.225,142.95,1
576,1.85,1,56.25,12,6.45,74.7,0
2049,12.67,1,187.5,0,2.25,189.75,0
1076,8.66,1,135,0,6,141,0
509,2.66,5,63.75,20,33.7,117.45,1
1186,13.37,1,195,0,6,201,0
1238,5.47,1,116.25,0,34.125,150.375,1
221,1.08,1,33.75,12,13.35,59.1,0
654,1.82,3,63.75,20,33.7,117.45,1
1160,3.38,2,97.5,25,26.375,148.875,1
502,2.93,1,60,16,6.5,82.5,0
1432,6.89,1,135,0,26.625,161.625,1
923,3.06,1,82.5,0,13.5,96,0
1947,17.19,1,251.25,0,9.75,261,0
1230,6.41,1,123.75,26,5.95000000000002,155.7,0
584,2.83,1,63.75,0,6,69.75,0
584,3.03,1,67.5,0,6,73.5,0
594,2.85,1,63.75,0,6,69.75,0
1726,10.81,1,191.25,44,28.45,263.7,0
316,1.38,1,41.25,9,6.45,56.7,0
750,5.97,1,93.75,38,5.5,137.25,0
329,1.8,2,45,11,9.7,65.7,0
485,2.37,1,56.25,0,34.125,90.375,1
1496,5.23,1,131.25,32,26.2,189.45,1
820,4.51,1,86.25,0,30.375,116.625,1
241,0.93,1,33.75,8,5.95,47.7,0
491,3.56,1,67.5,0,9.75,77.25,0
1195,4.84,1,108.75,8,9.25,126,0
2220,6.82,2,176.25,0,13.5,189.75,0
266,1.22,1,37.5,9,10.2,56.7,0
2251,8.26,1,183.75,0,34.125,217.875,1
1170,6.1,1,116.25,0,13.5,129.75,0
1607,4.47,1,131.25,32,26.2,189.45,1
1299,7.4,2,131.25,29,13.375,173.625,0
997,4.25,1,97.5,26,34.45,157.95,1
509,2.57,2,56.25,0,6.00000000000001,62.25,0
421,1.8,1,48.75,0,9.75,58.5,0
550,1.32,2,52.5,16,14,82.5,0
1136,5.04,1,108.75,15,6,129.75,0
476,1.42,1,48.75,0,13.5,62.25,0
530,2.38,1,60,7,5.59999999999999,72.6,0
705,4.96,1,86.25,0,30.375,116.625,1
968,5.5,1,108.75,11,26.875,146.625,1
1552,8.24,1,157.5,0,6,163.5,0
471,1.63,1,52.5,13,13.7,79.2,0
17042,215.31,1,2823.75,0,280.5,3104.25,0
1327,10.78,1,176.25,0,26.625,202.875,1
847,5.34,1,101.25,32,26.575,159.825,1
1059,3.65,1,97.5,25,26.45,148.95,1
854,3.54,1,86.25,15,26.625,127.875,1
279,1.24,1,37.5,9,5.7,52.2,0
895,10.99,1,153.75,75,62.625,291.375,0
385,2.16,1,52.5,13,13.7,79.2,0
620,2.29,1,63.75,0,6,69.75,0
656,3.56,1,75,22,13.625,110.625,0
671,2.3,1,67.5,0,6,73.5,0
2884,14.6,1,270,0,26.625,296.625,1
1151,5.49,1,108.75,7,26.75,142.5,1
795,4.54,1,150,31,6.19999999999999,187.2,0
1167,5.02,1,108.75,27,26.7,162.45,1
3679,30.42,1,446.25,0,30.375,476.625,1
556,3.25,1,63.75,0,6,69.75,0
1080,8.26,1,135,32,26.95,193.95,1
642,2,1,63.75,17,6.39999999999999,87.15,0
524,2.9,1,60,0,26.625,86.625,1
816,3.17,1,78.75,0,6,84.75,0
706,4.2,1,82.5,0,26.625,109.125,1
67,0.05,2,75,15,2.7,92.7,0
1165,4.41,1,101.25,15,13.5,129.75,0
170,0.43,1,26.25,0,6,32.25,0
5,0.16,1,90,18,2.7,110.7,0
447,1.83,1,52.5,0,26.625,79.125,1
212,1.16,1,33.75,0,6,39.75,0
648,3.46,1,71.25,16,9.95,97.2,0
264,1.43,1,41.25,9,6.45,56.7,0
791,4.04,1,82.5,0,13.5,96,0
1189,5.31,1,112.5,0,6,118.5,0
1479,13.33,1,191.25,51,62.4,304.65,0
1019,5.17,1,97.5,0,9.75,107.25,0
1786,10.2,1,187.5,0,26.625,214.125,1
